#TYPE	INDEX	FIELD	VALUE
Quest	85	Name	拯救被诅咒的灵魂
Quest	85	Group	道馆村
Quest	85	GotoMessage	回到道馆村找明凯大师
Quest	86	Name	制服订单进度
Quest	86	Group	道馆村
Quest	86	GotoMessage	前往比奇城服装店与安交谈
Quest	87	Name	寻找马车
Quest	87	Group	比奇省
Quest	87	GotoMessage	在前往道馆村的路上寻找失踪马车
Quest	88	Name	僵尸袭击马车
Quest	88	Group	道馆村
Quest	88	GotoMessage	回到 227:269 找首席教官
Quest	89	Name	猎杀僵尸
Quest	89	Group	道馆村
Quest	89	GotoMessage	回到道馆村 227:269 找首席教官
Quest	90	Name	收集材料
Quest	90	Group	道馆村
Quest	90	GotoMessage	回到道馆村 234:301 找杰拉德
Quest	91	Name	帮助伐木工
Quest	91	Group	道馆村
Quest	91	GotoMessage	把伐木斧还给道馆村 166:339 的西格蒙德
Quest	92	Name	深入森林
Quest	92	Group	道馆村
Quest	92	GotoMessage	回到道馆村找杰瑞
Quest	93	Name	出走的学生
Quest	93	Group	道馆村
Quest	93	GotoMessage	在林间小径寻找失踪学生
Quest	94	Name	坏消息
Quest	94	Group	道馆村
Quest	94	GotoMessage	把学徒戒指还给道馆村 194:297 的休伯特
Quest	95	Name	给父母的信
Quest	95	Group	道馆村
Quest	95	GotoMessage	把斯凯的信交给比奇城酒馆的莫古先生
Quest	96	Name	烹制牛肋排炖汤
Quest	96	Group	比奇省
Quest	96	GotoMessage	把牛肋排交给沃玛森林的屠夫韩
Quest	97	Name	沃玛森林的危险
Quest	97	Group	沃玛森林
Quest	97	GotoMessage	前往沃玛森林，警告讨伐队长。
Quest	98	Name	沃玛怪物讨伐
Quest	98	Group	沃玛森林
Quest	98	GotoMessage	回到沃玛森林找讨伐队长
Quest	99	Name	首领怪讨伐
Quest	99	Group	沃玛森林
Quest	99	GotoMessage	回到沃玛森林找讨伐队长
Quest	100	Name	致命袭击
Quest	100	Group	沃玛森林
Quest	100	GotoMessage	回到比奇城向讨伐管理员汇报。
Quest	101	Name	沃玛森林首领
Quest	101	Group	沃玛森林
Quest	101	GotoMessage	回到 312:73 找肖克大师
Quest	102	Name	盟重之行
Quest	102	Group	比奇省
Quest	102	GotoMessage	经毒蛇山谷前往盟重城，与埃德温交谈
Quest	103	Name	异常生物
Quest	103	Group	盟重省
Quest	103	GotoMessage	回到盟重城找丹尼尔
Quest	104	Name	遗失的剑
Quest	104	Group	盟重省
Quest	104	GotoMessage	归还查理遗失的剑。
Quest	105	Name	迷失的灵魂
Quest	105	Group	死亡山谷
Quest	106	Name	迷失灵魂的遗物
Quest	106	Group	死亡山谷
Quest	106	GotoMessage	回到石墓南一层 202:204 找迷失的灵魂
Quest	107	Name	临终遗言
Quest	107	Group	死亡山谷
Quest	107	GotoMessage	把项链还给盟重城的瑞秋
Quest	108	Name	古书
Quest	108	Group	盟重省
Quest	108	GotoMessage	把书还给盟重城的收藏家
Quest	109	Name	寻找更多古书
Quest	109	Group	盟重省
Quest	109	GotoMessage	把书籍还给盟重城的收藏家
Quest	110	Name	拜访王先生
Quest	110	Group	盟重省
Quest	110	GotoMessage	向东前往沙巴克城墙，与王先生交谈
Quest	111	Name	秘密通道
Quest	111	Group	盟重省
Quest	111	GotoMessage	找到所有石柱后回去找王先生
Quest	112	Name	秘密通道的安全
Quest	112	Group	盟重省
Quest	113	Name	失眠症
Quest	113	Group	盟重省
Quest	113	GotoMessage	回到盟重城找杰西卡
Quest	114	Name	盟重的威胁
Quest	114	Group	盟重省
Quest	114	GotoMessage	回到盟重城找盟重代表
Quest	115	Name	消灭白野猪
Quest	115	Group	盟重省
Quest	115	GotoMessage	回到盟重城找盟重代表
Quest	116	Name	向管理员报告
Quest	116	Group	盟重省
Quest	116	GotoMessage	与比奇城的讨伐管理员交谈
Quest	117	Name	检查补给路线
Quest	117	Group	比奇省
Quest	117	GotoMessage	与洞穴向导交谈。
Quest	118	Name	矿脉中的僵尸
Quest	118	Group	道馆村
Quest	118	GotoMessage	威胁降低后回到道馆村找洞穴向导。
Quest	119	Name	给比奇考官的口信
Quest	119	Group	道馆村
Quest	119	GotoMessage	前往比奇城，与 341:258 的比奇考官交谈
Quest	120	Name	尸花
Quest	120	Group	比奇省
Quest	120	GotoMessage	找齐尸花后回到比奇城找塞缪尔
Quest	121	Name	拯救般若岛
Quest	121	Group	般若岛
Quest	121	GotoMessage	回到般若岛找监察员
Quest	122	Name	骷髅讨伐一
Quest	122	Group	般若岛
Quest	122	GotoMessage	回到般若岛找向导爱德华
Quest	123	Name	骷髅讨伐二
Quest	123	Group	般若岛
Quest	123	GotoMessage	回到般若岛找向导爱德华
Quest	124	Name	骷髅头收藏家
Quest	124	Group	般若岛
Quest	124	GotoMessage	找齐所有骷髅头后回到收藏家处
Quest	125	Name	拜访村长
Quest	125	Group	般若岛
Quest	125	GotoMessage	沿楼梯上去与村长交谈
Quest	126	Name	村长的请求
Quest	126	Group	般若岛
Quest	126	GotoMessage	前往道馆村与首席教官交谈
Quest	127	Name	被盗的书
Quest	127	Group	道馆村
Quest	127	GotoMessage	回到道馆村找首席教官
Quest	128	Name	归还书籍
Quest	128	Group	道馆村
Quest	128	GotoMessage	把书还给般若岛村长
Quest	129	Name	新型毒药
Quest	129	Group	道馆村
Quest	129	GotoMessage	回到道馆村 179:296 找珍妮
Quest	130	Name	悬赏！
Quest	130	Group	道馆村
Quest	130	GotoMessage	回到道馆村找调查员
Quest	131	Name	远古怪物
Quest	131	Group	般若岛
Quest	131	GotoMessage	回到般若岛找监察员
Quest	132	Name	般若岛的怪物
Quest	132	Group	般若岛
Quest	132	GotoMessage	回到般若岛找村长
Quest	133	Name	般若岛守卫
Quest	133	Group	般若岛
Quest	133	GotoMessage	回到般若岛找村长
Quest	134	Name	般若岛材料
Quest	134	Group	般若岛
Quest	134	GotoMessage	把海藻交给盟重城工艺师
Quest	135	Name	寻找通往废墟的通道
Quest	135	Group	盟重省
Quest	135	GotoMessage	回到盟重城找盟重代表
Quest	136	Name	运送遗物
Quest	136	Group	盟重省
Quest	136	GotoMessage	回到盟重城找收藏家
Quest	137	Name	稀有药物
Quest	137	Group	盟重省
Quest	137	GotoMessage	回到盟重城 346:334 找凯文
Quest	138	Name	强制征募
Quest	138	Group	荒地
Quest	138	GotoMessage	回到荒地 265:238 找挖掘者
Quest	139	Name	一如既往的危险
Quest	139	Group	荒地
Quest	139	GotoMessage	回到荒地 265:238 找挖掘者
Quest	140	Name	栗子请求
Quest	140	Group	比奇省
Quest	140	GotoMessage	回到比奇城公告板。
Quest	141	Name	收集骨头
Quest	141	Group	比奇省
Quest	141	GotoMessage	回到比奇城公告板。
Quest	142	Name	野猪牙
Quest	142	Group	盟重省
Quest	142	GotoMessage	回到盟重公告板。
Quest	143	Name	圣剑任务
Quest	143	Group	圣剑任务
Quest	143	GotoMessage	回去找学徒
Quest	144	Name	圣剑任务
Quest	144	Group	圣剑任务
Quest	144	GotoMessage	回到道馆村找佩里
Quest	145	Name	圣剑任务
Quest	145	Group	圣剑任务
Quest	146	Name	圣剑任务
Quest	146	Group	圣剑任务
Quest	146	GotoMessage	回去找大道士
Quest	147	Name	圣剑任务
Quest	147	Group	圣剑任务
Quest	147	GotoMessage	回去找大道士
Quest	148	Name	圣剑任务
Quest	148	Group	圣剑任务
Quest	148	GotoMessage	回去找大道士了解更多信息。
Quest	149	Name	圣剑任务
Quest	149	Group	圣剑任务
Quest	149	GotoMessage	回去找大道士
Quest	150	Name	圣剑任务
Quest	150	Group	圣剑任务
Quest	150	GotoMessage	回去找大道士
Quest	151	Name	圣剑任务
Quest	151	Group	圣剑任务
Quest	151	GotoMessage	回去找大道士
Quest	152	Name	远古兽人洞穴
Quest	152	Group	兽人洞穴
Quest	152	ItemMessage	寻找远古镰刀怪。
Quest	153	Name	远古兽人洞穴
Quest	153	Group	兽人洞穴
Quest	153	GotoMessage	回到石碑处。
Quest	154	Name	皇帝的难题
Quest	154	Group	比奇省
Quest	154	FlagMessage	提升皇帝的士气。
ItemCandidate	1	Name	SpiritBlade
ItemCandidate	2	Name	SpiritBlade1
ItemCandidate	3	Name	SpiritBlade2
ItemCandidate	4	Name	SpiritBlade3
ItemCandidate	5	Name	SpiritBlade4
ItemCandidate	6	Name	SpiritBlade5
ItemCandidate	7	Name	SpiritHelmet
ItemCandidate	8	Name	SpiritNecklace
ItemCandidate	9	Name	SpiritBracelet
ItemCandidate	10	Name	SpiritRing
ItemCandidate	11	Name	RecallHelmet
ItemCandidate	12	Name	RecallNecklace
ItemCandidate	13	Name	RecallBracelet
ItemCandidate	14	Name	RecallRing
ItemCandidate	15	Name	RedOrchidNecklace
ItemCandidate	16	Name	RedOrchidBracelet
ItemCandidate	17	Name	RedOrchidRing
ItemCandidate	18	Name	RedFlowerNecklace
ItemCandidate	19	Name	RedFlowerBracelet
ItemCandidate	20	Name	RedFlowerRing
ItemCandidate	21	Name	SmashPendulum
ItemCandidate	22	Name	SmashWheel
ItemCandidate	23	Name	SmashRing
ItemCandidate	24	Name	HwanDevilNecklace
ItemCandidate	25	Name	HwanDevilBracelet
ItemCandidate	26	Name	HwanDevilRing
ItemCandidate	27	Name	PurityNecklace
ItemCandidate	28	Name	PurityBracelet
ItemCandidate	29	Name	PurityRing
ItemCandidate	30	Name	FiveStringNecklace
ItemCandidate	31	Name	FiveStringBracelet
ItemCandidate	32	Name	FiveStringRing
ItemCandidate	33	Name	MundaneGlove
ItemCandidate	34	Name	MundaneRing
ItemCandidate	35	Name	NokChiWheel
ItemCandidate	36	Name	NokChiRing
ItemCandidate	37	Name	TaoProtectBracelet
ItemCandidate	38	Name	TaoProtectRing
ItemCandidate	39	Name	MirSword
ItemCandidate	40	Name	MirSword1
ItemCandidate	41	Name	MirSword2
ItemCandidate	42	Name	MirSword3
ItemCandidate	43	Name	MirSword4
ItemCandidate	44	Name	MirSword5
ItemCandidate	45	Name	MirArmour(M)
ItemCandidate	46	Name	MirArmour(M)1
ItemCandidate	47	Name	MirArmour(M)2
ItemCandidate	48	Name	MirArmour(M)3
ItemCandidate	49	Name	MirArmour(M)4
ItemCandidate	50	Name	MirArmour(M)5
ItemCandidate	51	Name	MirArmour(F)
ItemCandidate	52	Name	MirArmour(F)1
ItemCandidate	53	Name	MirArmour(F)2
ItemCandidate	54	Name	MirArmour(F)3
ItemCandidate	55	Name	MirArmour(F)4
ItemCandidate	56	Name	MirArmour(F)5
ItemCandidate	57	Name	MirHelmet
ItemCandidate	58	Name	MirHelmet1
ItemCandidate	59	Name	MirHelmet2
ItemCandidate	60	Name	MirHelmet3
ItemCandidate	61	Name	MirHelmet4
ItemCandidate	62	Name	MirHelmet5
ItemCandidate	63	Name	MirNecklace
ItemCandidate	64	Name	MirNecklace1
ItemCandidate	65	Name	MirNecklace2
ItemCandidate	66	Name	MirNecklace3
ItemCandidate	67	Name	MirNecklace4
ItemCandidate	68	Name	MirNecklace5
ItemCandidate	69	Name	MirWheel
ItemCandidate	70	Name	MirWheel1
ItemCandidate	71	Name	MirWheel2
ItemCandidate	72	Name	MirWheel3
ItemCandidate	73	Name	MirWheel4
ItemCandidate	74	Name	MirWheel5
ItemCandidate	75	Name	MirRing
ItemCandidate	76	Name	MirRing1
ItemCandidate	77	Name	MirRing2
ItemCandidate	78	Name	MirRing3
ItemCandidate	79	Name	MirRing4
ItemCandidate	80	Name	MirRing5
ItemCandidate	81	Name	MirBelt
ItemCandidate	82	Name	MirBoots
ItemCandidate	83	Name	BoneDecapitator
ItemCandidate	84	Name	BoneRobe(M)
ItemCandidate	85	Name	BoneRobe(F)
ItemCandidate	86	Name	BoneHood
ItemCandidate	87	Name	BugNecklace
ItemCandidate	88	Name	BugBracelet
ItemCandidate	89	Name	BugRing
ItemCandidate	90	Name	WhiteGoldBelt
ItemCandidate	91	Name	WhiteGoldShoes
ItemCandidate	92	Name	WhiteGoldNecklace
ItemCandidate	93	Name	WhiteGoldBracelet
ItemCandidate	94	Name	WhiteGoldRing
ItemCandidate	95	Name	WhiteGoldBelt(H)
ItemCandidate	96	Name	WhiteGoldShoes(H)
ItemCandidate	97	Name	WhiteGoldNecklace(H)
ItemCandidate	98	Name	WhiteGoldBracelet(H)
ItemCandidate	99	Name	WhiteGoldRing(H)
ItemCandidate	100	Name	RedJadeBelt
ItemCandidate	101	Name	RedJadeShoes
ItemCandidate	102	Name	RedJadeNecklace
ItemCandidate	103	Name	RedJadeBracelet
ItemCandidate	104	Name	RedJadeRing
ItemCandidate	105	Name	RedJadeBelt(H)
ItemCandidate	106	Name	RedJadeShoes(H)
ItemCandidate	107	Name	RedJadeNecklace(H)
ItemCandidate	108	Name	RedJadeBracelet(H)
ItemCandidate	109	Name	RedJadeRing(H)
ItemCandidate	110	Name	NephriteBelt
ItemCandidate	111	Name	NephriteShoes
ItemCandidate	112	Name	NephriteNecklace
ItemCandidate	113	Name	NephriteBracelet
ItemCandidate	114	Name	NephriteRing
ItemCandidate	115	Name	NephriteBelt(H)
ItemCandidate	116	Name	NephriteShoes(H)
ItemCandidate	117	Name	NephriteNecklace(H)
ItemCandidate	118	Name	NephriteBracelet(H)
ItemCandidate	119	Name	NephriteRing(H)
ItemCandidate	120	Name	MysteryHelmet
ItemCandidate	121	Name	MysteryWheel
ItemCandidate	122	Name	MysteryCircle
ItemCandidate	123	Name	MysteryWater
ItemCandidate	124	Name	BootsOfStrength1
ItemCandidate	125	Name	BeltOfStrength1
ItemCandidate	126	Name	BootsOfStrength2
ItemCandidate	127	Name	BeltOfStrength2
ItemCandidate	128	Name	BootsOfStrength3
ItemCandidate	129	Name	BeltOfStrength3
ItemCandidate	130	Name	BootsOfStrength4
ItemCandidate	131	Name	BeltOfStrength4
ItemCandidate	132	Name	BootsOfStrength5
ItemCandidate	133	Name	BeltOfStrength5
ItemCandidate	134	Name	TarragonHelmet
ItemCandidate	135	Name	TarragonBoots
ItemCandidate	136	Name	TarragonBracelet
ItemCandidate	137	Name	TarragonRing
ItemCandidate	138	Name	TarragonBelt
ItemCandidate	139	Name	TarragonNecklace
ItemCandidate	140	Name	TarragonArmour(M)
ItemCandidate	141	Name	TarragonArmour(M)1
ItemCandidate	142	Name	TarragonArmour(M)2
ItemCandidate	143	Name	TarragonArmour(M)3
ItemCandidate	144	Name	TarragonArmour(M)4
ItemCandidate	145	Name	TarragonArmour(M)5
ItemCandidate	146	Name	TarragonArmour(F)
ItemCandidate	147	Name	TarragonArmour(F)1
ItemCandidate	148	Name	TarragonArmour(F)2
ItemCandidate	149	Name	TarragonArmour(F)3
ItemCandidate	150	Name	TarragonArmour(F)4
ItemCandidate	151	Name	TarragonArmour(F)5
ItemCandidate	152	Name	RaidersArmour(M)
ItemCandidate	153	Name	RaidersArmour(M)1
ItemCandidate	154	Name	RaidersArmour(M)2
ItemCandidate	155	Name	RaidersArmour(M)3
ItemCandidate	156	Name	RaidersArmour(M)4
ItemCandidate	157	Name	RaidersArmour(M)5
ItemCandidate	158	Name	RaidersArmour(F)
ItemCandidate	159	Name	RaidersArmour(F)1
ItemCandidate	160	Name	RaidersArmour(F)2
ItemCandidate	161	Name	RaidersArmour(F)3
ItemCandidate	162	Name	RaidersArmour(F)4
ItemCandidate	163	Name	RaidersArmour(F)5
ItemCandidate	164	Name	RaidersHelmet
ItemCandidate	165	Name	RaidersHelmet1
ItemCandidate	166	Name	RaidersHelmet2
ItemCandidate	167	Name	RaidersHelmet3
ItemCandidate	168	Name	RaidersHelmet4
ItemCandidate	169	Name	RaidersHelmet5
ItemCandidate	170	Name	RaidersGlove
ItemCandidate	171	Name	RaidersGlove1
ItemCandidate	172	Name	RaidersGlove2
ItemCandidate	173	Name	RaidersGlove3
ItemCandidate	174	Name	RaidersGlove4
ItemCandidate	175	Name	RaidersGlove5
ItemCandidate	176	Name	RaidersBoots
ItemCandidate	177	Name	RaidersBoots1
ItemCandidate	178	Name	RaidersBoots2
ItemCandidate	179	Name	RaidersBoots3
ItemCandidate	180	Name	RaidersBoots4
ItemCandidate	181	Name	RaidersBoots5
ItemCandidate	182	Name	NecklaceOfAgony
ItemCandidate	183	Name	NecklaceOfAgony1
ItemCandidate	184	Name	NecklaceOfAgony2
ItemCandidate	185	Name	NecklaceOfAgony3
ItemCandidate	186	Name	NecklaceOfAgony4
ItemCandidate	187	Name	NecklaceOfAgony5
ItemCandidate	188	Name	RingOfAgony
ItemCandidate	189	Name	RingOfAgony1
ItemCandidate	190	Name	RingOfAgony2
ItemCandidate	191	Name	RingOfAgony3
ItemCandidate	192	Name	RingOfAgony4
ItemCandidate	193	Name	RingOfAgony5
ItemCandidate	194	Name	BraceletOfAgony
ItemCandidate	195	Name	BraceletOfAgony1
ItemCandidate	196	Name	BraceletOfAgony2
ItemCandidate	197	Name	BraceletOfAgony3
ItemCandidate	198	Name	BraceletOfAgony4
ItemCandidate	199	Name	BraceletOfAgony5
ItemCandidate	200	Name	SparklingHelmet
ItemCandidate	201	Name	SparklingBelt
ItemCandidate	202	Name	SparklingBoots
ItemCandidate	203	Name	HelmetOfDarkness
ItemCandidate	204	Name	BeltOfDarkness
ItemCandidate	205	Name	BootsOfDarkness
ItemCandidate	206	Name	CheongboHelmet(WAR)
ItemCandidate	207	Name	CheongboBelt(WAR)
ItemCandidate	208	Name	CheongboBoots(WAR)
ItemCandidate	209	Name	CheongboHelmet(WIZ)
ItemCandidate	210	Name	CheongboBelt(WIZ)
ItemCandidate	211	Name	CheongboBoots(WIZ)
ItemCandidate	212	Name	CheongboHelmet(TAO)
ItemCandidate	213	Name	CheongboBelt(TAO)
ItemCandidate	214	Name	CheongboBoots(TAO)
ItemCandidate	215	Name	CheongboHelmet(ASSA)
ItemCandidate	216	Name	CheongboBelt(ASSA)
ItemCandidate	217	Name	CheongboBoots(ASSA)
ItemCandidate	218	Name	CheongboHelmet(ARCH)
ItemCandidate	219	Name	CheongboBelt(ARCH)
ItemCandidate	220	Name	CheongboBoots(ARCH)
ItemCandidate	221	Name	WoodenSword
ItemCandidate	222	Name	Dagger
ItemCandidate	223	Name	EbonySword
ItemCandidate	224	Name	BronzeSword
ItemCandidate	225	Name	ShortSword
ItemCandidate	226	Name	IronSword
ItemCandidate	227	Name	BronzeAxe
ItemCandidate	228	Name	SteelAxe
ItemCandidate	229	Name	SteelSword
ItemCandidate	230	Name	PrinceDagger
ItemCandidate	231	Name	FireBloodSword
ItemCandidate	232	Name	HellYamaBlade
ItemCandidate	233	Name	HellYamaBlade1
ItemCandidate	234	Name	HellYamaBlade2
ItemCandidate	235	Name	HellYamaBlade3
ItemCandidate	236	Name	HellYamaBlade4
ItemCandidate	237	Name	HellYamaBlade5
ItemCandidate	238	Name	HookedSword
ItemCandidate	239	Name	MartialSword
ItemCandidate	240	Name	PowerAxe
ItemCandidate	241	Name	PurifierSword
ItemCandidate	242	Name	GreatAxe
ItemCandidate	243	Name	ZumaJudgementMace
ItemCandidate	244	Name	JudgementMace
ItemCandidate	245	Name	DragonSword
ItemCandidate	246	Name	BlackDragonSlayer
ItemCandidate	247	Name	WarSpiritBlade
ItemCandidate	248	Name	DragonSlayer
ItemCandidate	249	Name	SwordOfWarGod
ItemCandidate	250	Name	BurstSword
ItemCandidate	251	Name	FrozenSabre
ItemCandidate	252	Name	BlackTigerHammer
ItemCandidate	253	Name	BarbarianSword
ItemCandidate	254	Name	Trident
ItemCandidate	255	Name	HookedSpear
ItemCandidate	256	Name	MageStaff
ItemCandidate	257	Name	BloodStealerSword
ItemCandidate	258	Name	ZumaWarMageStaff
ItemCandidate	259	Name	WarMageStaff
ItemCandidate	260	Name	BlackDragonStaff
ItemCandidate	261	Name	MagicScythe
ItemCandidate	262	Name	DragonStaff
ItemCandidate	263	Name	BladeOfSorcery
ItemCandidate	264	Name	HolyBloodSpear
ItemCandidate	265	Name	ConquerorSpear
ItemCandidate	266	Name	StaffOfLotus
ItemCandidate	267	Name	RawSword
ItemCandidate	268	Name	Scimitar
ItemCandidate	269	Name	KrissSword
ItemCandidate	270	Name	SerpentSword
ItemCandidate	271	Name	ZumaSoulSpringWand
ItemCandidate	272	Name	SoulSpringWand
ItemCandidate	273	Name	BlackDragonSoulSabre
ItemCandidate	274	Name	StoneBambooFan
ItemCandidate	275	Name	SoulSabre
ItemCandidate	276	Name	HeavenSword
ItemCandidate	277	Name	DragonBloodSword
ItemCandidate	278	Name	BastardSword
ItemCandidate	279	Name	FanOfCrane
ItemCandidate	280	Name	BoneCarvedFan
ItemCandidate	281	Name	HoaSword
ItemCandidate	282	Name	ToughHoaSword
ItemCandidate	283	Name	SharpHoaSword
ItemCandidate	284	Name	BladesOfVelocity
ItemCandidate	285	Name	IronBlades
ItemCandidate	286	Name	DoubleBlades
ItemCandidate	287	Name	ZumaBlades
ItemCandidate	288	Name	BladesOfDarkness
ItemCandidate	289	Name	Dragon'sRoyalBlades
ItemCandidate	290	Name	FreezingBlades
ItemCandidate	291	Name	RoyalBlades
ItemCandidate	292	Name	BladesOfMagi
ItemCandidate	293	Name	Stiletto
ItemCandidate	294	Name	ZincBlades
ItemCandidate	295	Name	ButcheringBlades
ItemCandidate	296	Name	TheRipper
ItemCandidate	297	Name	MadDragonBlades
ItemCandidate	298	Name	WoodenBow
ItemCandidate	299	Name	EbonyBow
ItemCandidate	300	Name	ShortBow
ItemCandidate	301	Name	BoneBow
ItemCandidate	302	Name	CompoundBow
ItemCandidate	303	Name	LongBow
ItemCandidate	304	Name	SilverBow
ItemCandidate	305	Name	ZumaFiendBow
ItemCandidate	306	Name	FiendBow
ItemCandidate	307	Name	CursedMaleficBow
ItemCandidate	308	Name	LitheBow
ItemCandidate	309	Name	MaleficBow
ItemCandidate	310	Name	BowOfForce
ItemCandidate	311	Name	DreadBow
ItemCandidate	312	Name	GrimBow
ItemCandidate	313	Name	LethalBow
ItemCandidate	314	Name	ApusBow
ItemCandidate	315	Name	DeathBow
ItemCandidate	316	Name	BloodThirstyBow
ItemCandidate	317	Name	BaseDress(M)
ItemCandidate	318	Name	BaseDress(F)
ItemCandidate	319	Name	LightArmour(M)
ItemCandidate	320	Name	LightArmour(F)
ItemCandidate	321	Name	MediumArmour(M)
ItemCandidate	322	Name	MediumArmour(F)
ItemCandidate	323	Name	HeavyArmour(M)
ItemCandidate	324	Name	HeavyArmour(F)
ItemCandidate	325	Name	MagicRobe(M)
ItemCandidate	326	Name	MagicRobe(F)
ItemCandidate	327	Name	SoulArmour(M)
ItemCandidate	328	Name	SoulArmour(F)
ItemCandidate	329	Name	RelicArmour(M)
ItemCandidate	330	Name	RelicArmour(F)
ItemCandidate	331	Name	LightLeatherArmour(M)
ItemCandidate	332	Name	LightLeatherArmour(F)
ItemCandidate	333	Name	IronArmour(M)
ItemCandidate	334	Name	IronArmour(F)
ItemCandidate	335	Name	WizardRobe(M)
ItemCandidate	336	Name	WitchRobe(F)
ItemCandidate	337	Name	PearlArmour(M)
ItemCandidate	338	Name	PearlArmour(F)
ItemCandidate	339	Name	AncientArmour(M)
ItemCandidate	340	Name	AncientArmour(F)
ItemCandidate	341	Name	TemperedArmour(M)
ItemCandidate	342	Name	TemperedArmour(F)
ItemCandidate	343	Name	SteelArmour(M)
ItemCandidate	344	Name	SteelArmour(F)
ItemCandidate	345	Name	DragonRobe(M)
ItemCandidate	346	Name	DragonRobe(F)
ItemCandidate	347	Name	TitanArmour(M)
ItemCandidate	348	Name	TitanArmour(F)
ItemCandidate	349	Name	RoyalArmour(M)
ItemCandidate	350	Name	RoyalArmour(F)
ItemCandidate	351	Name	StuddedArmour(M)
ItemCandidate	352	Name	StuddedArmour(F)
ItemCandidate	353	Name	BlackTigerArmour(M)
ItemCandidate	354	Name	BlackTigerArmour(F)
ItemCandidate	355	Name	LotusArmour(M)
ItemCandidate	356	Name	LotusArmour(F)
ItemCandidate	357	Name	CraneArmour(M)
ItemCandidate	358	Name	CraneArmour(F)
ItemCandidate	359	Name	StealthArmour(M)
ItemCandidate	360	Name	StealthArmour(F)
ItemCandidate	361	Name	LightTemperedArmour(M)
ItemCandidate	362	Name	LightTemperedArmour(F)
ItemCandidate	363	Name	BlueDarkArmour(M)
ItemCandidate	364	Name	BlueDarkArmour(F)
ItemCandidate	365	Name	RedDarkArmour(M)
ItemCandidate	366	Name	RedDarkArmour(F)
ItemCandidate	367	Name	GreenDarkArmour(M)
ItemCandidate	368	Name	GreenDarkArmour(F)
ItemCandidate	369	Name	GoldDarkArmour(M)
ItemCandidate	370	Name	GoldDarkArmour(F)
ItemCandidate	371	Name	ScaledArmour(M)
ItemCandidate	372	Name	ScaledArmour(F)
ItemCandidate	373	Name	CrystalArmour(M)
ItemCandidate	374	Name	CrystalArmour(F)
ItemCandidate	375	Name	HeavenArmour(M)
ItemCandidate	376	Name	HeavenArmour(M)1
ItemCandidate	377	Name	HeavenArmour(M)2
ItemCandidate	378	Name	HeavenArmour(M)3
ItemCandidate	379	Name	HeavenArmour(F)
ItemCandidate	380	Name	HeavenArmour(F)1
ItemCandidate	381	Name	HeavenArmour(F)2
ItemCandidate	382	Name	HeavenArmour(F)3
ItemCandidate	383	Name	OmaKingRobe(M)
ItemCandidate	384	Name	OmaKingRobe(M)1
ItemCandidate	385	Name	OmaKingRobe(M)2
ItemCandidate	386	Name	OmaKingRobe(M)3
ItemCandidate	387	Name	OmaKingRobe(M)4
ItemCandidate	388	Name	OmaKingRobe(M)5
ItemCandidate	389	Name	OmaKingRobe(F)
ItemCandidate	390	Name	OmaKingRobe(F)1
ItemCandidate	391	Name	OmaKingRobe(F)2
ItemCandidate	392	Name	OmaKingRobe(F)3
ItemCandidate	393	Name	OmaKingRobe(F)4
ItemCandidate	394	Name	OmaKingRobe(F)5
ItemCandidate	395	Name	ParalysisRing
ItemCandidate	396	Name	TeleportRing
ItemCandidate	397	Name	ClearRing
ItemCandidate	398	Name	ProtectionRing
ItemCandidate	399	Name	RevivalRing
ItemCandidate	400	Name	MuscleRing
ItemCandidate	401	Name	FlameRing
ItemCandidate	402	Name	RecoveryRing
ItemCandidate	403	Name	HardenedRing
ItemCandidate	404	Name	CopperRing
ItemCandidate	405	Name	HexagonalRing
ItemCandidate	406	Name	GlassRing
ItemCandidate	407	Name	HornRing
ItemCandidate	408	Name	IronRing
ItemCandidate	409	Name	WhiteJadeRing
ItemCandidate	410	Name	BlueRing
ItemCandidate	411	Name	GaleRing
ItemCandidate	412	Name	SkeletonRing
ItemCandidate	413	Name	BlackRing
ItemCandidate	414	Name	SerpentEyeRing
ItemCandidate	415	Name	PearlRing
ItemCandidate	416	Name	GoldRing
ItemCandidate	417	Name	CharmRing
ItemCandidate	418	Name	MoralRing
ItemCandidate	419	Name	ExpelRing
ItemCandidate	420	Name	CoralRing
ItemCandidate	421	Name	RubyRing
ItemCandidate	422	Name	PlatinumRing
ItemCandidate	423	Name	DragonRing
ItemCandidate	424	Name	EvilSlayerRing
ItemCandidate	425	Name	JadeSnowRing
ItemCandidate	426	Name	TwinGoldRing
ItemCandidate	427	Name	PowerRing
ItemCandidate	428	Name	VioletRing
ItemCandidate	429	Name	TitanRing
ItemCandidate	430	Name	BoundlessRing
ItemCandidate	431	Name	ThunderRing
ItemCandidate	432	Name	TaeGukRing
ItemCandidate	433	Name	OmaSpiritRing
ItemCandidate	434	Name	NobleRing
ItemCandidate	435	Name	SoulRing
ItemCandidate	436	Name	PledgeRing
ItemCandidate	437	Name	CrimsonRubyRing
ItemCandidate	438	Name	FiveElementRing
ItemCandidate	439	Name	GoldDragonRing
ItemCandidate	440	Name	DemonRubyRing
ItemCandidate	441	Name	EvilExpelRing
ItemCandidate	442	Name	PurpleFoxRing
ItemCandidate	443	Name	RedFoxRing
ItemCandidate	444	Name	BlueFoxRing
ItemCandidate	445	Name	GreatPurpleFoxRing
