#TYPE	INDEX	NAME	REF_COUNT	FILE_COUNT	AREAS	RISK	SAMPLES
Item	349	RoyalArmour(M)	108	87	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/00FortuneBoxArmour.txt:44:1/900 RoyalArmour(M) | Envir/Drops/AncientCaves/Ancient_BoneCaptain.txt:52:1/2000 RoyalArmour(M) | Envir/Drops/AncientCaves/Ancient_BoneLord.txt:73:1/40 RoyalArmour(M) | Envir/Drops/AncientCaves/Ancient_KingHog.txt:57:1/150 RoyalArmour(M) | Envir/Drops/AncientCaves/Ancient_RedThunderZuma.txt:46:1/55 RoyalArmour(M)
Item	350	RoyalArmour(F)	108	87	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/00FortuneBoxArmour.txt:45:1/900 RoyalArmour(F) | Envir/Drops/AncientCaves/Ancient_BoneCaptain.txt:53:1/2000 RoyalArmour(F) | Envir/Drops/AncientCaves/Ancient_BoneLord.txt:74:1/40 RoyalArmour(F) | Envir/Drops/AncientCaves/Ancient_KingHog.txt:58:1/150 RoyalArmour(F) | Envir/Drops/AncientCaves/Ancient_RedThunderZuma.txt:47:1/55 RoyalArmour(F)
Item	351	StuddedArmour(M)	110	89	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/00FortuneBoxArmour.txt:36:1/900 StuddedArmour(M) | Envir/Drops/AncientCaves/Ancient_BoneCaptain.txt:54:1/2000 StuddedArmour(M) | Envir/Drops/AncientCaves/Ancient_BoneLord.txt:75:1/40 StuddedArmour(M) | Envir/Drops/AncientCaves/Ancient_KingHog.txt:59:1/150 StuddedArmour(M) | Envir/Drops/AncientCaves/Ancient_RedThunderZuma.txt:48:1/55 StuddedArmour(M)
Item	352	StuddedArmour(F)	110	89	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/00FortuneBoxArmour.txt:37:1/900 StuddedArmour(F) | Envir/Drops/AncientCaves/Ancient_BoneCaptain.txt:55:1/2000 StuddedArmour(F) | Envir/Drops/AncientCaves/Ancient_BoneLord.txt:76:1/40 StuddedArmour(F) | Envir/Drops/AncientCaves/Ancient_KingHog.txt:60:1/150 StuddedArmour(F) | Envir/Drops/AncientCaves/Ancient_RedThunderZuma.txt:49:1/55 StuddedArmour(F)
Item	353	BlackTigerArmour(M)	136	38	Envir/Drops,Envir/NPCs	High	Envir/Drops/00FortuneBoxArmour.txt:70:1/4500 BlackTigerArmour(M) | Envir/Drops/BearMinotaur.txt:26:1/140 BlackTigerArmour(M) | Envir/Drops/BearMinotaur20.txt:26:1/140 BlackTigerArmour(M) LV1 | Envir/Drops/BearMinotaur20.txt:313:1/140 BlackTigerArmour(M) LV2 | Envir/Drops/BearMinotaur20.txt:602:1/140 BlackTigerArmour(M) LV3
Item	354	BlackTigerArmour(F)	136	38	Envir/Drops,Envir/NPCs	High	Envir/Drops/00FortuneBoxArmour.txt:71:1/4500 BlackTigerArmour(F) | Envir/Drops/BearMinotaur.txt:27:1/140 BlackTigerArmour(F) | Envir/Drops/BearMinotaur20.txt:27:1/140 BlackTigerArmour(F) LV1 | Envir/Drops/BearMinotaur20.txt:314:1/140 BlackTigerArmour(F) LV2 | Envir/Drops/BearMinotaur20.txt:603:1/140 BlackTigerArmour(F) LV3
Item	355	LotusArmour(M)	136	38	Envir/Drops,Envir/NPCs	High	Envir/Drops/00FortuneBoxArmour.txt:72:1/4500 LotusArmour(M) | Envir/Drops/BearMinotaur.txt:28:1/140 LotusArmour(M) | Envir/Drops/BearMinotaur20.txt:28:1/140 LotusArmour(M) LV1 | Envir/Drops/BearMinotaur20.txt:315:1/140 LotusArmour(M) LV2 | Envir/Drops/BearMinotaur20.txt:604:1/140 LotusArmour(M) LV3
Item	356	LotusArmour(F)	136	38	Envir/Drops,Envir/NPCs	High	Envir/Drops/00FortuneBoxArmour.txt:73:1/4500 LotusArmour(F) | Envir/Drops/BearMinotaur.txt:29:1/140 LotusArmour(F) | Envir/Drops/BearMinotaur20.txt:29:1/140 LotusArmour(F) LV1 | Envir/Drops/BearMinotaur20.txt:316:1/140 LotusArmour(F) LV2 | Envir/Drops/BearMinotaur20.txt:605:1/140 LotusArmour(F) LV3
Item	357	CraneArmour(M)	136	38	Envir/Drops,Envir/NPCs	High	Envir/Drops/00FortuneBoxArmour.txt:74:1/4500 CraneArmour(M) | Envir/Drops/BearMinotaur.txt:30:1/140 CraneArmour(M) | Envir/Drops/BearMinotaur20.txt:30:1/140 CraneArmour(M) LV1 | Envir/Drops/BearMinotaur20.txt:317:1/140 CraneArmour(M) LV2 | Envir/Drops/BearMinotaur20.txt:606:1/140 CraneArmour(M) LV3
Item	358	CraneArmour(F)	136	38	Envir/Drops,Envir/NPCs	High	Envir/Drops/00FortuneBoxArmour.txt:75:1/4500 CraneArmour(F) | Envir/Drops/BearMinotaur.txt:31:1/140 CraneArmour(F) | Envir/Drops/BearMinotaur20.txt:31:1/140 CraneArmour(F) LV1 | Envir/Drops/BearMinotaur20.txt:318:1/140 CraneArmour(F) LV2 | Envir/Drops/BearMinotaur20.txt:607:1/140 CraneArmour(F) LV3
Item	359	StealthArmour(M)	26	19	Envir/Drops,Envir/NPCs	High	Envir/Drops/00FortuneBoxArmour.txt:76:1/4500 StealthArmour(M) | Envir/Drops/BearMinotaur.txt:32:1/140 StealthArmour(M) | Envir/Drops/BearMinotaur20.txt:32:1/140 StealthArmour(M) LV1 | Envir/Drops/BearMinotaur20.txt:319:1/140 StealthArmour(M) LV2 | Envir/Drops/BearMinotaur20.txt:608:1/140 StealthArmour(M) LV3
Item	360	StealthArmour(F)	26	19	Envir/Drops,Envir/NPCs	High	Envir/Drops/00FortuneBoxArmour.txt:77:1/4500 StealthArmour(F) | Envir/Drops/BearMinotaur.txt:33:1/140 StealthArmour(F) | Envir/Drops/BearMinotaur20.txt:33:1/140 StealthArmour(F) LV1 | Envir/Drops/BearMinotaur20.txt:320:1/140 StealthArmour(F) LV2 | Envir/Drops/BearMinotaur20.txt:609:1/140 StealthArmour(F) LV3
Item	361	LightTemperedArmour(M)	9	9	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/DeadForest/Ruins/AncBringer.txt:76:1/200 LightTemperedArmour(M) | Envir/Drops/FlameSpear.txt:30:1/25000 LightTemperedArmour(M) | Envir/Drops/PranjaIsland/PranjaTemple/MinotaurKing.txt:94:1/350 LightTemperedArmour(M) | Envir/Drops/Unused/DeadForest/AncBringer.txt:76:1/200 LightTemperedArmour(M) | Envir/Drops/Unused/GonRyun/GonRyunBow.txt:34:1/5000 LightTemperedArmour(M)
Item	362	LightTemperedArmour(F)	9	9	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/DeadForest/Ruins/AncBringer.txt:77:1/200 LightTemperedArmour(F) | Envir/Drops/FlameSpear.txt:31:1/25000 LightTemperedArmour(F) | Envir/Drops/PranjaIsland/PranjaTemple/MinotaurKing.txt:95:1/350 LightTemperedArmour(F) | Envir/Drops/Unused/DeadForest/AncBringer.txt:77:1/200 LightTemperedArmour(F) | Envir/Drops/Unused/GonRyun/GonRyunBow.txt:35:1/5000 LightTemperedArmour(F)
Item	363	BlueDarkArmour(M)	34	13	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/00FortuneBoxArmour.txt:58:1/1200 BlueDarkArmour(M) | Envir/Drops/BearMinotaur.txt:36:1/170 BlueDarkArmour(M) | Envir/Drops/BearMinotaur20.txt:36:1/170 BlueDarkArmour(M) LV1 | Envir/Drops/BearMinotaur20.txt:323:1/170 BlueDarkArmour(M) LV2 | Envir/Drops/BearMinotaur20.txt:614:1/170 BlueDarkArmour(M) LV3
Item	364	BlueDarkArmour(F)	34	13	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/00FortuneBoxArmour.txt:59:1/1200 BlueDarkArmour(F) | Envir/Drops/BearMinotaur.txt:37:1/170 BlueDarkArmour(F) | Envir/Drops/BearMinotaur20.txt:37:1/170 BlueDarkArmour(F) LV1 | Envir/Drops/BearMinotaur20.txt:324:1/170 BlueDarkArmour(F) LV2 | Envir/Drops/BearMinotaur20.txt:615:1/170 BlueDarkArmour(F) LV3
Item	365	RedDarkArmour(M)	34	13	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/00FortuneBoxArmour.txt:62:1/1200 RedDarkArmour(M) | Envir/Drops/BearMinotaur.txt:34:1/170 RedDarkArmour(M) | Envir/Drops/BearMinotaur20.txt:34:1/170 RedDarkArmour(M) LV1 | Envir/Drops/BearMinotaur20.txt:321:1/170 RedDarkArmour(M) LV2 | Envir/Drops/BearMinotaur20.txt:610:1/170 RedDarkArmour(M) LV3
Item	366	RedDarkArmour(F)	34	13	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/00FortuneBoxArmour.txt:63:1/1200 RedDarkArmour(F) | Envir/Drops/BearMinotaur.txt:35:1/170 RedDarkArmour(F) | Envir/Drops/BearMinotaur20.txt:35:1/170 RedDarkArmour(F) LV1 | Envir/Drops/BearMinotaur20.txt:322:1/170 RedDarkArmour(F) LV2 | Envir/Drops/BearMinotaur20.txt:611:1/170 RedDarkArmour(F) LV3
Item	367	GreenDarkArmour(M)	34	13	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/00FortuneBoxArmour.txt:64:1/1200 GreenDarkArmour(M) | Envir/Drops/BearMinotaur.txt:40:1/170 GreenDarkArmour(M) | Envir/Drops/BearMinotaur20.txt:40:1/170 GreenDarkArmour(M) LV1 | Envir/Drops/BearMinotaur20.txt:327:1/170 GreenDarkArmour(M) LV2 | Envir/Drops/BearMinotaur20.txt:616:1/170 GreenDarkArmour(M) LV3
Item	368	GreenDarkArmour(F)	34	13	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/00FortuneBoxArmour.txt:65:1/1200 GreenDarkArmour(F) | Envir/Drops/BearMinotaur.txt:41:1/170 GreenDarkArmour(F) | Envir/Drops/BearMinotaur20.txt:41:1/170 GreenDarkArmour(F) LV1 | Envir/Drops/BearMinotaur20.txt:328:1/170 GreenDarkArmour(F) LV2 | Envir/Drops/BearMinotaur20.txt:617:1/170 GreenDarkArmour(F) LV3
Item	369	GoldDarkArmour(M)	18	11	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/00FortuneBoxArmour.txt:66:1/1200 GoldDarkArmour(M) | Envir/Drops/BearMinotaur.txt:42:1/170 GoldDarkArmour(M) | Envir/Drops/BearMinotaur20.txt:42:1/170 GoldDarkArmour(M) LV1 | Envir/Drops/BearMinotaur20.txt:329:1/170 GoldDarkArmour(M) LV2 | Envir/Drops/BearMinotaur20.txt:618:1/170 GoldDarkArmour(M) LV3
Item	370	GoldDarkArmour(F)	10	10	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/00FortuneBoxArmour.txt:67:1/1200 GoldDarkArmour(F) | Envir/Drops/BearMinotaur.txt:43:1/170 GoldDarkArmour(F) | Envir/Drops/BichonProvince/OmaCave/OmaKingSpirit.txt:86:1/500 GoldDarkArmour(F) | Envir/Drops/PastBichon/OmaValley/OmaKing.txt:86:1/500 GoldDarkArmour(F) | Envir/Drops/Unused/GonRyun/GonRyunSiner.txt:31:1/9350 GoldDarkArmour(F)
Item	371	ScaledArmour(M)	34	13	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/00FortuneBoxArmour.txt:60:1/1200 ScaledArmour(M) | Envir/Drops/BearMinotaur.txt:38:1/170 ScaledArmour(M) | Envir/Drops/BearMinotaur20.txt:38:1/170 ScaledArmour(M) LV1 | Envir/Drops/BearMinotaur20.txt:325:1/170 ScaledArmour(M) LV2 | Envir/Drops/BearMinotaur20.txt:612:1/170 ScaledArmour(M) LV3
Item	372	ScaledArmour(F)	34	13	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/00FortuneBoxArmour.txt:61:1/1200 ScaledArmour(F) | Envir/Drops/BearMinotaur.txt:39:1/170 ScaledArmour(F) | Envir/Drops/BearMinotaur20.txt:39:1/170 ScaledArmour(F) LV1 | Envir/Drops/BearMinotaur20.txt:326:1/170 ScaledArmour(F) LV2 | Envir/Drops/BearMinotaur20.txt:613:1/170 ScaledArmour(F) LV3
Item	373	CrystalArmour(M)	5	5	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/00FortuneBoxArmour.txt:4:1/300 CrystalArmour(M) | Envir/Drops/TaoVillage/TreePath/RedValley/CrystalSpider.txt:48:1/1000 CrystalArmour(M) | Envir/Drops/TaoVillage/TreePath/RedValley/RedMoonEvil.txt:59:1/1000 CrystalArmour(M) | Envir/Drops/Unused/Lords/TaoVillageLord.txt:41:1/300 CrystalArmour(M) | Envir/NPCs/GM/GM-Armour.txt:108:CrystalArmour(M)
Item	374	CrystalArmour(F)	5	5	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/00FortuneBoxArmour.txt:5:1/300 CrystalArmour(F) | Envir/Drops/TaoVillage/TreePath/RedValley/CrystalSpider.txt:49:1/1000 CrystalArmour(F) | Envir/Drops/TaoVillage/TreePath/RedValley/RedMoonEvil.txt:60:1/1000 CrystalArmour(F) | Envir/Drops/Unused/Lords/TaoVillageLord.txt:42:1/300 CrystalArmour(F) | Envir/NPCs/GM/GM-Armour.txt:109:CrystalArmour(F)
Item	375	HeavenArmour(M)	120	37	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/AncientCaves/Ancient_BoneLord.txt:77:1/1800 HeavenArmour(M) | Envir/Drops/AncientCaves/Ancient_RedThunderZuma.txt:50:1/1000 HeavenArmour(M) | Envir/Drops/AncientCaves/Ancient_ZumaTaurus.txt:72:1/10000 HeavenArmour(M) | Envir/Drops/AncientCaves/Prajna/Ancient_BoneLord.txt:77:1/1800 HeavenArmour(M) | Envir/Drops/AncientCaves/ZumaTemple/Ancient_RedThunderZuma.txt:50:1/1000 HeavenArmour(M)
Item	379	HeavenArmour(F)	120	37	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/AncientCaves/Ancient_BoneLord.txt:78:1/1800 HeavenArmour(F) | Envir/Drops/AncientCaves/Ancient_RedThunderZuma.txt:51:1/1000 HeavenArmour(F) | Envir/Drops/AncientCaves/Ancient_ZumaTaurus.txt:73:1/10000 HeavenArmour(F) | Envir/Drops/AncientCaves/Prajna/Ancient_BoneLord.txt:78:1/1800 HeavenArmour(F) | Envir/Drops/AncientCaves/ZumaTemple/Ancient_RedThunderZuma.txt:51:1/1000 HeavenArmour(F)
Item	383	OmaKingRobe(M)	3	3	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/BichonProvince/OmaCave/OmaKingSpirit.txt:75:1/500 OmaKingRobe(M) | Envir/Drops/PastBichon/OmaValley/OmaKing.txt:75:1/500 OmaKingRobe(M) | Envir/NPCs/GM/GM-Armour.txt:112:OmaKingRobe(M)
Item	389	OmaKingRobe(F)	3	3	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/BichonProvince/OmaCave/OmaKingSpirit.txt:76:1/500 OmaKingRobe(F) | Envir/Drops/PastBichon/OmaValley/OmaKing.txt:76:1/500 OmaKingRobe(F) | Envir/NPCs/GM/GM-Armour.txt:113:OmaKingRobe(F)
Item	395	ParalysisRing	43	29	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/AncientCaves/Ancient_BoneLord.txt:132:1/4000 ParalysisRing | Envir/Drops/AncientCaves/Ancient_RedThunderZuma.txt:103:1/40000 ParalysisRing | Envir/Drops/AncientCaves/Prajna/Ancient_BoneLord.txt:132:1/4000 ParalysisRing | Envir/Drops/AncientCaves/ZumaTemple/Ancient_RedThunderZuma.txt:103:1/40000 ParalysisRing | Envir/Drops/BichonProvince/OmaCave/OmaKingSpirit.txt:118:1/5000 ParalysisRing
Item	396	TeleportRing	30	16	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/AncientCaves/Ancient_WoomaTaurus.txt:86:1/12000 TeleportRing | Envir/Drops/AncientCaves/WoomaTemple/Ancient_WoomaTaurus.txt:86:1/12000 TeleportRing | Envir/Drops/BichonProvince/OmaCave/OmaKingSpirit.txt:120:1/2500 TeleportRing | Envir/Drops/Castle-Gi/BDD/DarkDevil.txt:99:1/7000 TeleportRing | Envir/Drops/DarkWargKing.txt:82:1/1320 TeleportRing LV1
Item	397	ClearRing	30	16	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/AncientCaves/Ancient_RedThunderZuma.txt:104:1/4000 ClearRing | Envir/Drops/AncientCaves/ZumaTemple/Ancient_RedThunderZuma.txt:104:1/4000 ClearRing | Envir/Drops/DarkWargKing.txt:80:1/760 ClearRing LV1 | Envir/Drops/DarkWargKing.txt:249:1/760 ClearRing LV2 | Envir/Drops/DarkWargKing.txt:418:1/760 ClearRing LV3
Item	398	ProtectionRing	48	28	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/AncientCaves/Ancient_BoneLord.txt:131:1/4000 ProtectionRing | Envir/Drops/AncientCaves/Ancient_RedThunderZuma.txt:101:1/40000 ProtectionRing | Envir/Drops/AncientCaves/Ancient_RedThunderZuma.txt:102:1/40000 ProtectionRing | Envir/Drops/AncientCaves/Prajna/Ancient_BoneLord.txt:131:1/4000 ProtectionRing | Envir/Drops/AncientCaves/ZumaTemple/Ancient_RedThunderZuma.txt:101:1/40000 ProtectionRing
Item	399	RevivalRing	32	18	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/AncientCaves/Ancient_RedThunderZuma.txt:100:1/40000 RevivalRing | Envir/Drops/AncientCaves/ZumaTemple/Ancient_RedThunderZuma.txt:100:1/40000 RevivalRing | Envir/Drops/BichonProvince/OmaCave/OmaKingSpirit.txt:119:1/3000 RevivalRing | Envir/Drops/DarkWargKing.txt:79:1/820 RevivalRing LV1 | Envir/Drops/DarkWargKing.txt:248:1/820 RevivalRing LV2
Item	400	MuscleRing	10	10	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/AncientCaves/Ancient_WoomaTaurus.txt:85:1/12000 MuscleRing | Envir/Drops/AncientCaves/WoomaTemple/Ancient_WoomaTaurus.txt:85:1/12000 MuscleRing | Envir/Drops/GreatFoxSpirit.txt:69:1/500 MuscleRing | Envir/Drops/MongchonProvince/BugCave/EvilCentipede.txt:60:1/5000 MuscleRing | Envir/Drops/PranjaIsland/PranjaTemple/MinotaurKing.txt:150:1/500 MuscleRing
Item	401	FlameRing	39	25	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/AncientCaves/Ancient_KingHog.txt:112:1/150 FlameRing | Envir/Drops/AncientCaves/Ancient_RedThunderZuma.txt:98:1/4000 FlameRing | Envir/Drops/AncientCaves/Ancient_WhiteBoar.txt:79:1/500 FlameRing | Envir/Drops/AncientCaves/StoneTemple/Ancient_KingHog.txt:112:1/150 FlameRing | Envir/Drops/AncientCaves/StoneTemple/Ancient_WhiteBoar.txt:79:1/500 FlameRing
Item	402	RecoveryRing	13	13	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/AncientCaves/Ancient_RedThunderZuma.txt:99:1/4000 RecoveryRing | Envir/Drops/AncientCaves/ZumaTemple/Ancient_RedThunderZuma.txt:99:1/4000 RecoveryRing | Envir/Drops/GreatFoxSpirit.txt:68:1/500 RecoveryRing | Envir/Drops/HellDestroyer.txt:109:1/4000 RecoveryRing | Envir/Drops/MongchonProvince/BugCave/EvilCentipede.txt:62:1/1000 RecoveryRing
Item	403	HardenedRing	2	2	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/PranjaIsland/PranjaTemple/MinotaurKing.txt:153:1/1000 HardenedRing | Envir/NPCs/GM/GM-Ring.txt:74:HardenedRing
Item	404	CopperRing	62	62	Envir/Drops,Envir/NPCs,Envir/Quests	Medium	Envir/Drops/AncientCaves/Ancient_AxeSkeleton.txt:57:1/50 CopperRing | Envir/Drops/AncientCaves/Ancient_AxeSkeleton0.txt:57:1/5 CopperRing | Envir/Drops/AncientCaves/Ancient_BoneFighter.txt:57:1/50 CopperRing | Envir/Drops/AncientCaves/Ancient_BoneFighter0.txt:57:1/5 CopperRing | Envir/Drops/AncientCaves/Ancient_BoneWarrior.txt:57:1/50 CopperRing
Item	405	HexagonalRing	60	60	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/AncientCaves/Ancient_AxeSkeleton.txt:59:1/80 HexagonalRing | Envir/Drops/AncientCaves/Ancient_AxeSkeleton0.txt:59:1/8 HexagonalRing | Envir/Drops/AncientCaves/Ancient_BoneFighter.txt:59:1/80 HexagonalRing | Envir/Drops/AncientCaves/Ancient_BoneFighter0.txt:59:1/8 HexagonalRing | Envir/Drops/AncientCaves/Ancient_BoneWarrior.txt:59:1/80 HexagonalRing
Item	406	GlassRing	60	60	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/AncientCaves/Ancient_AxeSkeleton.txt:60:1/80 GlassRing | Envir/Drops/AncientCaves/Ancient_AxeSkeleton0.txt:60:1/8 GlassRing | Envir/Drops/AncientCaves/Ancient_BoneFighter.txt:60:1/80 GlassRing | Envir/Drops/AncientCaves/Ancient_BoneFighter0.txt:60:1/8 GlassRing | Envir/Drops/AncientCaves/Ancient_BoneWarrior.txt:60:1/80 GlassRing
Item	407	HornRing	72	72	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/AncientCaves/Ancient_AxeSkeleton.txt:58:1/80 HornRing | Envir/Drops/AncientCaves/Ancient_AxeSkeleton0.txt:58:1/8 HornRing | Envir/Drops/AncientCaves/Ancient_BoneFighter.txt:58:1/80 HornRing | Envir/Drops/AncientCaves/Ancient_BoneFighter0.txt:58:1/8 HornRing | Envir/Drops/AncientCaves/Ancient_BoneWarrior.txt:58:1/80 HornRing
Item	408	IronRing	174	174	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/AncientCaves/Ancient_BlackBoar.txt:58:1/300 IronRing | Envir/Drops/AncientCaves/Ancient_BlackBoar0.txt:58:1/30 IronRing | Envir/Drops/AncientCaves/Ancient_BlackMaggot.txt:55:1/500 IronRing | Envir/Drops/AncientCaves/Ancient_BlackMaggot0.txt:55:1/50 IronRing | Envir/Drops/AncientCaves/Ancient_FlamingWooma.txt:55:1/1000 IronRing
Item	409	WhiteJadeRing	23	23	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/TaoVillage/MineralMines/CursedPriest.txt:49:1/500 WhiteJadeRing | Envir/Drops/TaoVillage/MineralMines/GreatGhoul.txt:81:1/50 WhiteJadeRing | Envir/NPCs/BichonProvince/BichonWall/Ring-0105.txt:51:WhiteJadeRing | Envir/NPCs/BichonProvince/BichonWall/Ring.txt:52:WhiteJadeRing | Envir/NPCs/BichonProvince/BorderVillage/Ring-0141.txt:51:WhiteJadeRing
Item	410	BlueRing	133	126	Envir/Drops,Envir/NPCs,Envir/Recipe	Medium	Envir/Drops/AncientCaves/Ancient_AxeSkeleton.txt:61:1/200 BlueRing | Envir/Drops/AncientCaves/Ancient_AxeSkeleton0.txt:61:1/20 BlueRing | Envir/Drops/AncientCaves/Ancient_BoneElite.txt:51:1/10 BlueRing | Envir/Drops/AncientCaves/Ancient_BoneFighter.txt:61:1/200 BlueRing | Envir/Drops/AncientCaves/Ancient_BoneFighter0.txt:61:1/20 BlueRing
Item	411	GaleRing	188	176	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/AncientCaves/Ancient_BlackBoar.txt:64:1/8000 GaleRing | Envir/Drops/AncientCaves/Ancient_BlackBoar0.txt:64:1/800 GaleRing | Envir/Drops/AncientCaves/Ancient_BlackMaggot.txt:60:1/20000 GaleRing | Envir/Drops/AncientCaves/Ancient_BlackMaggot0.txt:60:1/2000 GaleRing | Envir/Drops/AncientCaves/Ancient_BoneCaptain.txt:84:1/10000 GaleRing
Item	412	SkeletonRing	220	213	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/AncientCaves/Ancient_AxeSkeleton.txt:65:1/300 SkeletonRing | Envir/Drops/AncientCaves/Ancient_AxeSkeleton0.txt:65:1/30 SkeletonRing | Envir/Drops/AncientCaves/Ancient_BlackBoar.txt:59:1/300 SkeletonRing | Envir/Drops/AncientCaves/Ancient_BlackBoar0.txt:59:1/30 SkeletonRing | Envir/Drops/AncientCaves/Ancient_BlackMaggot.txt:54:1/500 SkeletonRing
Item	413	BlackRing	256	249	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/AncientCaves/Ancient_AxeSkeleton.txt:62:1/300 BlackRing | Envir/Drops/AncientCaves/Ancient_AxeSkeleton0.txt:62:1/30 BlackRing | Envir/Drops/AncientCaves/Ancient_BlackBoar.txt:54:1/200 BlackRing | Envir/Drops/AncientCaves/Ancient_BlackBoar0.txt:54:1/20 BlackRing | Envir/Drops/AncientCaves/Ancient_BlackMaggot.txt:50:1/200 BlackRing
Item	414	SerpentEyeRing	257	250	Envir/Drops,Envir/NPCs,Envir/Recipe	Medium	Envir/Drops/AncientCaves/Ancient_AxeSkeleton.txt:63:1/300 SerpentEyeRing | Envir/Drops/AncientCaves/Ancient_AxeSkeleton0.txt:63:1/30 SerpentEyeRing | Envir/Drops/AncientCaves/Ancient_BlackBoar.txt:55:1/200 SerpentEyeRing | Envir/Drops/AncientCaves/Ancient_BlackBoar0.txt:55:1/20 SerpentEyeRing | Envir/Drops/AncientCaves/Ancient_BlackMaggot.txt:51:1/200 SerpentEyeRing
Item	415	PearlRing	256	249	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/AncientCaves/Ancient_AxeSkeleton.txt:64:1/300 PearlRing | Envir/Drops/AncientCaves/Ancient_AxeSkeleton0.txt:64:1/30 PearlRing | Envir/Drops/AncientCaves/Ancient_BlackBoar.txt:56:1/200 PearlRing | Envir/Drops/AncientCaves/Ancient_BlackBoar0.txt:56:1/20 PearlRing | Envir/Drops/AncientCaves/Ancient_BlackMaggot.txt:52:1/200 PearlRing
Item	416	GoldRing	194	187	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/AncientCaves/Ancient_BlackBoar.txt:57:1/200 GoldRing | Envir/Drops/AncientCaves/Ancient_BlackBoar0.txt:57:1/20 GoldRing | Envir/Drops/AncientCaves/Ancient_BlackMaggot.txt:53:1/200 GoldRing | Envir/Drops/AncientCaves/Ancient_BlackMaggot0.txt:53:1/20 GoldRing | Envir/Drops/AncientCaves/Ancient_BoneArcher.txt:22:1/80 GoldRing
Item	417	CharmRing	205	198	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/AncientCaves/Ancient_BlackBoar.txt:60:1/400 CharmRing | Envir/Drops/AncientCaves/Ancient_BlackBoar0.txt:60:1/40 CharmRing | Envir/Drops/AncientCaves/Ancient_BlackMaggot.txt:56:1/600 CharmRing | Envir/Drops/AncientCaves/Ancient_BlackMaggot0.txt:56:1/60 CharmRing | Envir/Drops/AncientCaves/Ancient_BoneBlademan.txt:68:1/40 CharmRing
Item	418	MoralRing	213	206	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/AncientCaves/Ancient_BlackBoar.txt:61:1/400 MoralRing | Envir/Drops/AncientCaves/Ancient_BlackBoar0.txt:61:1/40 MoralRing | Envir/Drops/AncientCaves/Ancient_BlackMaggot.txt:57:1/600 MoralRing | Envir/Drops/AncientCaves/Ancient_BlackMaggot0.txt:57:1/60 MoralRing | Envir/Drops/AncientCaves/Ancient_BoneBlademan.txt:67:1/40 MoralRing
Item	419	ExpelRing	227	206	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/AncientCaves/Ancient_BlackBoar.txt:62:1/1500 ExpelRing | Envir/Drops/AncientCaves/Ancient_BlackBoar0.txt:62:1/150 ExpelRing | Envir/Drops/AncientCaves/Ancient_BlackMaggot.txt:58:1/6000 ExpelRing | Envir/Drops/AncientCaves/Ancient_BlackMaggot0.txt:58:1/600 ExpelRing | Envir/Drops/AncientCaves/Ancient_BoneArcher.txt:25:1/100 ExpelRing
